,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
4938,31,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,408.0,1,999,0,nonexistent,no
4939,22,admin.,married,high.school,no,no,yes,cellular,apr,fri,108.0,2,999,1,failure,no
4940,46,technician,divorced,professional.course,no,no,no,cellular,jul,tue,121.0,4,999,0,nonexistent,no
4941,44,admin.,married,high.school,no,yes,no,cellular,jul,wed,118.0,1,999,0,nonexistent,no
4942,45,admin.,divorced,basic.9y,no,yes,no,cellular,nov,wed,575.0,9,999,0,nonexistent,no
4943,31,technician,married,professional.course,no,no,yes,cellular,jul,thu,487.0,1,999,0,nonexistent,yes
4944,32,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,206.0,2,999,0,nonexistent,no
4945,45,blue-collar,married,basic.4y,unknown,no,no,telephone,jul,tue,49.0,3,999,0,nonexistent,no
4946,52,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,85.0,8,999,0,nonexistent,no
4947,40,technician,single,high.school,no,yes,no,cellular,aug,fri,73.0,1,999,0,nonexistent,no
4948,45,technician,married,professional.course,no,yes,no,cellular,may,wed,207.0,5,999,0,nonexistent,no
4949,52,blue-collar,married,unknown,no,no,no,cellular,jul,thu,,1,999,0,nonexistent,no
4950,30,technician,single,professional.course,no,yes,no,cellular,jul,wed,75.0,1,999,0,nonexistent,no
4951,35,admin.,married,high.school,no,no,no,cellular,may,tue,172.0,2,999,0,nonexistent,no
4952,38,services,divorced,high.school,no,yes,no,cellular,may,fri,52.0,2,999,1,failure,no
4953,49,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,131.0,1,999,0,nonexistent,no
4954,35,blue-collar,single,unknown,no,no,no,telephone,jun,mon,136.0,1,999,0,nonexistent,no
4955,42,technician,single,unknown,no,no,no,telephone,may,tue,27.0,1,999,0,nonexistent,no
4956,30,blue-collar,single,basic.4y,no,yes,no,telephone,jun,fri,59.0,3,999,0,nonexistent,no
4957,40,unknown,single,unknown,no,no,no,cellular,sep,thu,224.0,1,999,1,failure,yes
4958,31,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,wed,55.0,2,999,0,nonexistent,no
4959,29,admin.,single,university.degree,no,yes,no,cellular,jun,wed,147.0,1,999,2,failure,no
4960,49,admin.,married,basic.9y,no,no,yes,cellular,aug,wed,100.0,1,999,0,nonexistent,no
4961,43,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,339.0,3,999,0,nonexistent,no
4962,29,self-employed,married,university.degree,no,yes,no,telephone,nov,thu,86.0,1,999,1,failure,no
4963,30,technician,single,university.degree,no,no,no,telephone,oct,wed,676.0,1,999,0,nonexistent,yes
4964,48,technician,married,basic.4y,unknown,yes,yes,telephone,may,mon,207.0,2,999,0,nonexistent,no
4965,56,admin.,married,professional.course,no,yes,no,cellular,aug,wed,106.0,1,999,0,nonexistent,no
4966,29,self-employed,single,university.degree,no,yes,no,cellular,jul,mon,212.0,7,999,0,nonexistent,no
4967,42,services,divorced,high.school,no,yes,yes,cellular,may,thu,874.0,1,999,1,failure,yes
4968,37,admin.,divorced,high.school,no,no,no,cellular,nov,mon,131.0,2,999,0,nonexistent,no
4969,30,technician,single,professional.course,no,no,no,telephone,may,thu,584.0,2,999,0,nonexistent,no
4970,38,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,555.0,2,999,0,nonexistent,yes
4971,38,management,married,university.degree,no,no,no,telephone,may,mon,195.0,2,999,0,nonexistent,no
4972,44,technician,divorced,university.degree,unknown,no,no,cellular,aug,tue,117.0,1,999,0,nonexistent,no
4973,33,technician,single,basic.9y,no,no,no,cellular,jul,thu,142.0,1,999,0,nonexistent,no
4974,33,housemaid,married,basic.9y,no,yes,no,cellular,may,tue,61.0,2,999,1,failure,no
4975,45,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,372.0,1,999,0,nonexistent,no
4976,43,blue-collar,married,basic.9y,no,no,yes,cellular,nov,tue,84.0,1,999,0,nonexistent,no
4977,39,technician,married,professional.course,no,no,no,telephone,may,thu,31.0,1,999,0,nonexistent,no
4978,60,admin.,married,high.school,unknown,no,yes,cellular,jul,mon,90.0,1,999,0,nonexistent,no
4979,41,admin.,married,high.school,no,no,yes,telephone,may,mon,863.0,1,999,0,nonexistent,no
4980,49,services,married,basic.9y,no,yes,no,cellular,aug,thu,32.0,2,999,0,nonexistent,no
4981,27,admin.,married,professional.course,no,yes,no,cellular,may,thu,338.0,1,999,0,nonexistent,no
4982,26,blue-collar,single,high.school,no,yes,no,telephone,nov,fri,208.0,2,3,1,success,yes
4983,46,technician,married,professional.course,no,yes,no,cellular,nov,mon,110.0,1,999,1,failure,no
4984,45,services,married,basic.9y,unknown,no,no,telephone,may,mon,198.0,1,999,0,nonexistent,no
4985,31,admin.,single,high.school,no,no,no,cellular,jul,tue,355.0,1,999,0,nonexistent,no
4986,35,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu,543.0,1,999,0,nonexistent,yes
4987,37,management,married,high.school,no,no,no,cellular,aug,fri,132.0,2,999,0,nonexistent,no
4988,50,,married,basic.6y,unknown,yes,no,telephone,nov,mon,105.0,3,999,0,nonexistent,no
4989,57,technician,married,university.degree,no,yes,no,cellular,may,mon,334.0,2,999,1,failure,no
4990,32,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,179.0,1,999,0,nonexistent,no
4991,24,services,single,high.school,no,no,no,cellular,may,wed,46.0,1,999,0,nonexistent,no
4992,36,services,married,high.school,no,yes,no,telephone,may,thu,287.0,1,999,0,nonexistent,no
4993,37,technician,married,high.school,unknown,no,no,cellular,aug,tue,204.0,1,999,0,nonexistent,no
4994,41,services,married,high.school,no,yes,no,cellular,may,wed,58.0,2,999,0,nonexistent,no
4995,32,housemaid,married,basic.4y,no,yes,no,cellular,may,fri,240.0,1,999,0,nonexistent,no
4996,49,technician,married,professional.course,no,yes,yes,telephone,jul,mon,70.0,3,999,0,nonexistent,no
4997,35,blue-collar,single,professional.course,no,yes,no,cellular,jun,mon,264.0,1,999,0,nonexistent,yes
4998,58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,533.0,1,999,0,nonexistent,no
4999,30,admin.,single,university.degree,no,yes,no,cellular,jun,tue,224.0,1,999,0,nonexistent,no
5000,55,admin.,married,professional.course,unknown,yes,yes,telephone,nov,tue,514.0,2,999,0,nonexistent,yes
5001,44,technician,married,professional.course,no,yes,yes,cellular,may,thu,292.0,3,999,0,nonexistent,no
5002,33,management,married,university.degree,no,no,no,cellular,nov,wed,523.0,2,999,0,nonexistent,no
5003,32,admin.,married,high.school,no,yes,no,telephone,jul,mon,107.0,3,999,0,nonexistent,no
5004,43,management,married,university.degree,unknown,yes,no,telephone,apr,fri,141.0,4,999,0,nonexistent,no
5005,40,technician,married,professional.course,no,no,no,telephone,jun,tue,61.0,2,999,0,nonexistent,no
5006,49,admin.,divorced,basic.9y,no,yes,yes,telephone,may,mon,282.0,3,999,0,nonexistent,no
5007,35,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,634.0,2,999,0,nonexistent,no
5008,30,services,single,high.school,no,no,no,telephone,may,thu,66.0,2,999,0,nonexistent,no
5009,27,services,single,high.school,no,yes,no,cellular,jul,thu,148.0,1,999,0,nonexistent,no
5010,37,admin.,married,professional.course,unknown,yes,no,cellular,nov,wed,37.0,1,999,0,nonexistent,no
5011,42,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,218.0,7,999,0,nonexistent,no
5012,28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,53.0,5,999,0,nonexistent,no
5013,41,management,married,university.degree,no,yes,no,cellular,jul,fri,1044.0,3,999,0,nonexistent,no
5014,38,self-employed,single,university.degree,no,no,no,telephone,may,thu,238.0,1,999,0,nonexistent,no
5015,51,blue-collar,married,basic.9y,no,yes,no,cellular,oct,thu,746.0,2,999,0,nonexistent,yes
5016,44,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,299.0,5,999,0,nonexistent,no
5017,43,services,married,basic.6y,unknown,no,no,cellular,jul,mon,463.0,1,999,0,nonexistent,no
5018,44,technician,married,professional.course,no,yes,no,cellular,aug,wed,114.0,1,999,0,nonexistent,no
5019,71,retired,married,basic.4y,no,no,no,cellular,apr,mon,117.0,3,999,0,nonexistent,no
5020,57,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,71.0,5,999,0,nonexistent,no
5021,32,entrepreneur,divorced,university.degree,no,no,no,telephone,may,wed,96.0,1,999,0,nonexistent,no
5022,63,unknown,married,professional.course,no,no,no,cellular,oct,thu,235.0,1,6,1,success,no
5023,29,admin.,married,basic.6y,no,yes,no,cellular,may,fri,16.0,6,999,1,failure,no
5024,45,technician,divorced,professional.course,no,yes,yes,cellular,nov,tue,124.0,1,999,0,nonexistent,no
5025,46,management,married,university.degree,no,no,no,cellular,nov,mon,595.0,1,999,0,nonexistent,no
5026,38,admin.,married,high.school,no,yes,yes,cellular,may,tue,373.0,3,999,0,nonexistent,no
5027,39,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,fri,344.0,1,999,0,nonexistent,no
5028,42,admin.,married,basic.6y,no,no,no,telephone,jun,fri,26.0,17,999,0,nonexistent,no
5029,36,self-employed,married,university.degree,no,yes,no,cellular,mar,fri,101.0,1,999,0,nonexistent,no
5030,32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,83.0,1,999,0,nonexistent,no
5031,30,services,single,high.school,no,yes,no,cellular,may,fri,187.0,11,999,0,nonexistent,no
5032,50,retired,married,basic.4y,unknown,yes,no,telephone,may,fri,89.0,2,999,0,nonexistent,no
5033,35,technician,divorced,professional.course,no,no,no,cellular,jul,tue,77.0,4,999,0,nonexistent,no
5034,32,admin.,married,high.school,no,yes,no,cellular,jul,mon,67.0,2,999,0,nonexistent,no
5035,42,services,divorced,high.school,no,yes,no,cellular,may,mon,252.0,4,999,0,nonexistent,no
5036,33,admin.,single,university.degree,no,no,no,cellular,jul,fri,704.0,1,999,0,nonexistent,yes
5037,55,unknown,married,university.degree,unknown,unknown,unknown,telephone,may,mon,,1,999,0,nonexistent,no
5038,41,entrepreneur,divorced,basic.9y,no,yes,no,cellular,jul,thu,179.0,1,999,0,nonexistent,no
5039,47,services,married,high.school,unknown,yes,no,telephone,may,thu,231.0,2,999,0,nonexistent,no
5040,35,technician,married,university.degree,no,no,no,telephone,jun,mon,114.0,1,999,0,nonexistent,no
5041,30,technician,married,professional.course,no,yes,no,cellular,oct,tue,59.0,1,999,1,failure,no
5042,35,unemployed,married,university.degree,no,no,no,cellular,aug,tue,117.0,2,999,0,nonexistent,no
5043,39,management,single,high.school,unknown,no,no,cellular,nov,tue,714.0,1,999,1,failure,no
5044,80,retired,married,basic.4y,no,yes,no,cellular,aug,wed,76.0,1,3,2,success,no
5045,33,technician,married,professional.course,no,no,no,cellular,aug,tue,1241.0,2,999,0,nonexistent,no
5046,34,technician,single,university.degree,no,yes,no,cellular,aug,tue,436.0,2,999,0,nonexistent,no
5047,34,admin.,married,high.school,no,yes,no,cellular,may,thu,321.0,4,999,3,failure,no
5048,27,admin.,single,university.degree,no,yes,no,cellular,apr,thu,193.0,1,999,1,failure,no
5049,33,services,single,high.school,no,yes,no,cellular,jul,thu,63.0,11,999,0,nonexistent,no
5050,29,technician,single,professional.course,no,yes,no,cellular,aug,thu,87.0,6,999,0,nonexistent,no
5051,34,technician,divorced,unknown,no,yes,no,cellular,jul,thu,46.0,21,999,0,nonexistent,no
5052,33,technician,single,university.degree,no,unknown,unknown,cellular,apr,thu,527.0,3,999,0,nonexistent,yes
5053,35,management,married,university.degree,no,yes,no,telephone,may,fri,408.0,10,999,0,nonexistent,no
5054,28,admin.,married,high.school,no,unknown,unknown,cellular,may,thu,430.0,4,999,0,nonexistent,no
5055,32,self-employed,married,basic.9y,no,no,no,telephone,may,fri,101.0,2,999,0,nonexistent,no
5056,41,technician,married,university.degree,no,no,no,telephone,may,fri,206.0,1,999,0,nonexistent,no
5057,32,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,60.0,1,999,0,nonexistent,no
5058,28,technician,married,high.school,unknown,yes,no,cellular,may,fri,197.0,2,999,0,nonexistent,no
5059,56,admin.,divorced,high.school,no,yes,no,telephone,may,tue,196.0,3,999,0,nonexistent,no
5060,40,blue-collar,married,professional.course,unknown,no,no,telephone,jun,fri,554.0,2,999,0,nonexistent,yes
5061,46,admin.,single,high.school,no,no,no,cellular,jul,wed,251.0,3,999,0,nonexistent,no
5062,43,unknown,married,high.school,unknown,no,no,telephone,may,wed,35.0,3,999,0,nonexistent,no
5063,23,unemployed,single,high.school,no,no,no,telephone,jul,tue,7.0,1,999,0,nonexistent,no
5064,39,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,59.0,5,999,0,nonexistent,no
5065,71,retired,married,high.school,no,no,no,cellular,sep,wed,222.0,1,999,0,nonexistent,no
5066,42,technician,married,university.degree,no,no,no,telephone,nov,thu,172.0,2,999,0,nonexistent,no
5067,49,admin.,married,basic.6y,unknown,yes,no,cellular,apr,thu,349.0,3,999,0,nonexistent,no
5068,30,technician,single,university.degree,unknown,yes,no,telephone,jun,mon,405.0,3,999,0,nonexistent,no
5069,41,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,581.0,1,999,0,nonexistent,no
5070,49,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,27.0,1,999,0,nonexistent,no
5071,38,technician,single,professional.course,no,no,yes,telephone,jun,tue,246.0,2,999,0,nonexistent,no
5072,32,technician,single,university.degree,no,no,no,telephone,may,wed,141.0,1,999,0,nonexistent,no
5073,40,management,married,university.degree,no,yes,yes,cellular,nov,fri,111.0,1,999,0,nonexistent,no
5074,29,services,single,basic.9y,no,no,no,telephone,may,fri,703.0,4,999,0,nonexistent,no
5075,26,management,single,university.degree,no,no,no,telephone,jun,mon,72.0,3,999,0,nonexistent,no
5076,43,technician,married,professional.course,no,no,no,telephone,may,wed,96.0,3,999,0,nonexistent,no
5077,36,admin.,married,university.degree,no,no,no,cellular,oct,thu,343.0,2,999,1,failure,no
5078,38,admin.,single,university.degree,unknown,yes,no,telephone,jun,fri,188.0,7,999,0,nonexistent,no
5079,29,admin.,single,university.degree,no,no,no,cellular,apr,thu,271.0,2,999,0,nonexistent,yes
5080,32,unemployed,divorced,high.school,no,no,no,cellular,nov,wed,194.0,1,999,0,nonexistent,no
5081,39,technician,single,university.degree,no,no,no,cellular,aug,wed,254.0,1,999,0,nonexistent,no
5082,28,admin.,single,university.degree,no,no,no,cellular,may,mon,497.0,3,999,0,nonexistent,no
5083,40,technician,married,professional.course,unknown,yes,no,cellular,nov,wed,147.0,1,999,1,failure,no
5084,54,housemaid,married,high.school,no,yes,yes,cellular,apr,thu,267.0,1,999,1,failure,no
5085,40,blue-collar,married,unknown,unknown,no,no,telephone,jun,fri,144.0,1,999,0,nonexistent,no
5086,59,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,130.0,2,999,0,nonexistent,no
5087,52,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,fri,1492.0,2,999,0,nonexistent,yes
5088,28,admin.,single,university.degree,no,no,no,cellular,aug,thu,489.0,5,999,0,nonexistent,yes
5089,33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,wed,141.0,3,999,0,nonexistent,no
5090,37,technician,divorced,high.school,no,no,no,cellular,nov,fri,635.0,1,999,1,failure,yes
5091,59,retired,divorced,unknown,no,no,no,cellular,jul,wed,413.0,2,999,0,nonexistent,no
5092,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,329.0,2,999,0,nonexistent,no
5093,52,housemaid,married,university.degree,no,no,yes,cellular,jul,tue,137.0,1,999,0,nonexistent,no
5094,30,admin.,single,high.school,no,yes,no,telephone,jul,mon,742.0,4,999,0,nonexistent,no
5095,28,technician,single,professional.course,no,yes,no,cellular,apr,thu,824.0,1,999,2,failure,no
5096,26,services,married,high.school,no,yes,no,cellular,may,fri,104.0,3,999,0,nonexistent,no
5097,32,management,married,university.degree,no,yes,no,telephone,may,tue,64.0,3,999,0,nonexistent,no
5098,31,admin.,single,university.degree,no,no,no,cellular,may,wed,196.0,2,999,1,failure,no
5099,28,admin.,single,university.degree,no,yes,no,cellular,jul,mon,219.0,3,999,0,nonexistent,no
5100,29,student,single,high.school,unknown,no,yes,cellular,may,tue,139.0,1,999,1,failure,no
5101,39,technician,single,university.degree,unknown,yes,no,cellular,jul,mon,267.0,5,999,0,nonexistent,no
5102,43,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,97.0,2,999,0,nonexistent,no
5103,28,services,married,high.school,no,yes,yes,telephone,jul,tue,153.0,1,999,0,nonexistent,no
5104,49,blue-collar,married,high.school,unknown,no,yes,cellular,aug,thu,147.0,1,999,0,nonexistent,no
5105,46,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,176.0,4,999,0,nonexistent,no
5106,33,technician,single,university.degree,no,yes,no,cellular,apr,thu,530.0,1,999,0,nonexistent,yes
5107,29,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,667.0,3,999,0,nonexistent,yes
5108,34,technician,married,professional.course,no,yes,no,cellular,may,fri,81.0,2,999,0,nonexistent,no
5109,28,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,tue,331.0,2,999,0,nonexistent,no
5110,32,unemployed,single,high.school,no,no,yes,telephone,nov,thu,114.0,1,999,0,nonexistent,no
5111,38,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,17.0,7,999,0,nonexistent,no
5112,30,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,348.0,1,999,0,nonexistent,no
5113,52,services,married,high.school,unknown,yes,no,telephone,may,tue,140.0,1,999,0,nonexistent,no
5114,40,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,thu,78.0,1,999,0,nonexistent,no
5115,43,management,married,university.degree,unknown,no,yes,telephone,may,mon,213.0,3,999,0,nonexistent,no
5116,40,blue-collar,married,basic.9y,no,yes,no,telephone,jul,thu,228.0,2,999,0,nonexistent,no
5117,48,unemployed,married,basic.6y,no,no,yes,telephone,may,fri,58.0,3,999,0,nonexistent,no
5118,37,admin.,married,university.degree,no,yes,no,cellular,nov,fri,224.0,5,999,0,nonexistent,no
5119,58,technician,married,university.degree,no,no,no,telephone,jul,thu,84.0,1,999,0,nonexistent,no
5120,46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,306.0,1,999,0,nonexistent,no
5121,50,services,married,high.school,no,no,no,cellular,may,fri,454.0,1,999,0,nonexistent,no
5122,37,technician,married,professional.course,no,yes,no,cellular,jul,fri,74.0,5,999,0,nonexistent,no
5123,42,admin.,married,basic.9y,no,yes,yes,telephone,may,tue,267.0,2,999,0,nonexistent,no
5124,51,management,married,university.degree,no,yes,no,cellular,may,mon,131.0,2,999,4,failure,no
5125,28,technician,single,university.degree,unknown,no,no,telephone,jul,tue,38.0,3,999,0,nonexistent,no
5126,33,admin.,divorced,high.school,no,no,no,cellular,mar,thu,41.0,2,999,0,nonexistent,no
5127,42,technician,divorced,professional.course,no,no,no,cellular,apr,tue,615.0,1,999,1,failure,no
5128,34,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,483.0,1,999,1,failure,no
5129,30,technician,married,professional.course,no,yes,no,cellular,jul,mon,279.0,11,999,0,nonexistent,no
5130,32,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,192.0,3,999,0,nonexistent,no
5131,32,blue-collar,married,professional.course,no,no,no,telephone,may,fri,278.0,2,999,0,nonexistent,no
5132,33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,mon,215.0,3,999,0,nonexistent,no
5133,45,management,married,unknown,unknown,yes,yes,telephone,may,fri,260.0,1,999,0,nonexistent,no
5134,38,student,single,university.degree,no,yes,no,telephone,may,mon,763.0,6,999,0,nonexistent,no
5135,42,self-employed,married,university.degree,no,no,no,telephone,may,wed,518.0,2,999,0,nonexistent,no
5136,43,management,married,university.degree,no,no,no,cellular,nov,mon,55.0,1,999,0,nonexistent,no
5137,26,admin.,married,high.school,no,yes,yes,telephone,may,fri,2462.0,1,999,0,nonexistent,no
5138,49,services,divorced,high.school,unknown,no,yes,telephone,may,fri,82.0,2,999,0,nonexistent,no
5139,55,admin.,married,high.school,unknown,no,no,cellular,nov,mon,73.0,1,999,1,failure,no
5140,41,admin.,married,university.degree,no,no,no,cellular,aug,wed,108.0,4,999,0,nonexistent,no
5141,36,self-employed,divorced,university.degree,no,yes,no,cellular,nov,wed,177.0,1,999,0,nonexistent,no
5142,53,services,married,basic.9y,unknown,yes,no,cellular,aug,mon,148.0,1,999,0,nonexistent,no
5143,54,technician,married,professional.course,no,yes,no,telephone,jun,tue,167.0,2,999,0,nonexistent,no
5144,54,technician,divorced,university.degree,no,no,no,cellular,aug,fri,90.0,1,999,1,failure,no
5145,33,services,married,university.degree,no,yes,no,telephone,may,thu,102.0,2,999,0,nonexistent,no
5146,36,admin.,single,university.degree,no,no,no,cellular,aug,thu,110.0,1,999,0,nonexistent,no
5147,25,technician,married,professional.course,no,yes,no,telephone,jun,wed,149.0,2,999,0,nonexistent,no
5148,36,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,328.0,4,999,0,nonexistent,no
5149,46,admin.,single,high.school,no,unknown,unknown,telephone,may,thu,257.0,1,999,0,nonexistent,no
5150,30,admin.,single,high.school,no,no,no,telephone,may,mon,577.0,1,999,0,nonexistent,no
5151,40,technician,married,basic.9y,no,no,no,cellular,nov,wed,198.0,1,999,0,nonexistent,no
5152,37,unemployed,married,university.degree,no,unknown,unknown,cellular,may,fri,34.0,1,999,0,nonexistent,no
5153,32,unknown,married,basic.6y,unknown,yes,no,telephone,may,tue,290.0,1,999,0,nonexistent,no
5154,27,self-employed,single,professional.course,no,no,no,cellular,jun,tue,162.0,2,999,2,failure,no
5155,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,545.0,1,999,0,nonexistent,no
5156,51,unemployed,married,basic.9y,unknown,no,no,telephone,may,tue,1386.0,1,999,0,nonexistent,no
5157,25,admin.,single,high.school,no,no,no,telephone,jul,mon,184.0,21,999,0,nonexistent,no
5158,29,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,164.0,1,999,0,nonexistent,no
5159,56,retired,married,basic.6y,no,no,no,cellular,aug,mon,68.0,2,999,0,nonexistent,no
5160,74,retired,divorced,basic.4y,no,yes,no,cellular,oct,mon,180.0,2,999,0,nonexistent,no
5161,41,technician,married,university.degree,no,yes,no,cellular,aug,mon,89.0,1,999,0,nonexistent,no
5162,39,technician,married,professional.course,no,no,no,cellular,may,fri,49.0,2,999,0,nonexistent,no
5163,42,services,married,professional.course,no,no,no,telephone,may,tue,107.0,1,999,0,nonexistent,no
5164,36,admin.,single,university.degree,no,yes,no,cellular,nov,tue,82.0,1,999,1,failure,no
5165,46,admin.,married,university.degree,no,yes,no,telephone,apr,wed,154.0,8,999,1,failure,no
5166,37,admin.,married,university.degree,no,yes,no,cellular,jul,wed,55.0,22,999,0,nonexistent,no
5167,43,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,190.0,2,999,0,nonexistent,no
5168,40,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,514.0,1,999,0,nonexistent,no
5169,41,services,married,high.school,no,no,no,telephone,may,fri,911.0,2,999,0,nonexistent,no
5170,30,management,single,university.degree,no,yes,no,cellular,may,fri,637.0,1,999,0,nonexistent,yes
5171,37,admin.,married,university.degree,no,yes,no,cellular,aug,wed,161.0,2,999,0,nonexistent,no
5172,36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,570.0,2,999,0,nonexistent,yes
5173,39,admin.,single,university.degree,unknown,no,no,telephone,may,tue,125.0,3,999,0,nonexistent,no
5174,69,retired,married,university.degree,no,yes,no,cellular,sep,fri,324.0,8,999,0,nonexistent,no
5175,26,technician,married,professional.course,no,yes,no,telephone,jun,mon,181.0,2,999,0,nonexistent,no
5176,42,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,fri,89.0,4,999,0,nonexistent,no
5177,37,admin.,single,university.degree,no,no,no,cellular,aug,fri,89.0,2,999,0,nonexistent,no
5178,33,self-employed,married,basic.9y,no,yes,no,telephone,may,wed,21.0,11,999,0,nonexistent,no
5179,30,services,married,high.school,no,no,no,cellular,nov,tue,200.0,1,999,1,failure,no
5180,31,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,294.0,3,999,0,nonexistent,no
5181,38,blue-collar,single,basic.9y,no,no,yes,cellular,jul,mon,730.0,8,999,0,nonexistent,no
5182,35,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,147.0,1,999,0,nonexistent,no
5183,32,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,159.0,1,999,0,nonexistent,no
5184,52,self-employed,divorced,basic.9y,no,yes,no,cellular,nov,thu,26.0,5,999,1,failure,no
5185,30,technician,single,professional.course,no,yes,yes,cellular,nov,tue,69.0,2,999,0,nonexistent,no
5186,40,services,divorced,high.school,no,no,yes,cellular,may,thu,632.0,1,999,1,failure,no
5187,30,management,married,university.degree,no,yes,no,cellular,apr,fri,242.0,4,999,1,failure,no
5188,37,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,287.0,3,999,0,nonexistent,no
5189,35,technician,single,university.degree,no,yes,no,cellular,jul,fri,127.0,10,999,0,nonexistent,no
5190,35,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,270.0,2,999,0,nonexistent,no
5191,43,services,married,high.school,no,no,no,telephone,may,tue,443.0,1,999,0,nonexistent,no
5192,41,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,thu,234.0,1,999,0,nonexistent,no
5193,34,technician,married,professional.course,no,yes,no,cellular,jul,wed,84.0,1,999,0,nonexistent,no
5194,34,technician,single,high.school,no,yes,no,cellular,aug,mon,119.0,3,999,0,nonexistent,no
5195,32,services,single,unknown,no,yes,no,cellular,may,fri,189.0,3,999,0,nonexistent,no
5196,40,technician,single,university.degree,no,yes,no,telephone,aug,wed,554.0,5,999,0,nonexistent,no
5197,51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,438.0,2,999,0,nonexistent,no
5198,21,student,single,high.school,no,yes,yes,cellular,jun,wed,286.0,2,999,0,nonexistent,yes
5199,23,student,single,high.school,no,no,yes,cellular,sep,thu,409.0,2,3,2,success,yes
5200,60,blue-collar,married,professional.course,no,yes,no,cellular,apr,wed,545.0,1,999,0,nonexistent,yes
5201,36,housemaid,married,basic.6y,no,no,no,cellular,aug,mon,53.0,3,999,0,nonexistent,no
5202,45,management,married,university.degree,unknown,yes,no,cellular,apr,thu,175.0,1,999,0,nonexistent,yes
5203,35,services,single,high.school,unknown,yes,yes,cellular,jul,tue,47.0,1,999,0,nonexistent,no
5204,57,technician,married,high.school,no,no,no,cellular,apr,wed,469.0,1,999,0,nonexistent,no
5205,57,entrepreneur,single,university.degree,no,yes,no,cellular,apr,mon,720.0,1,999,0,nonexistent,yes
5206,36,blue-collar,married,basic.9y,no,yes,yes,telephone,may,tue,36.0,7,999,0,nonexistent,no
5207,39,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,fri,84.0,1,999,0,nonexistent,no
5208,34,admin.,single,university.degree,no,no,no,telephone,jun,thu,128.0,1,999,0,nonexistent,no
5209,40,admin.,married,university.degree,no,no,no,cellular,aug,thu,262.0,4,999,0,nonexistent,no
5210,59,housemaid,divorced,university.degree,no,yes,no,cellular,jul,tue,226.0,1,999,0,nonexistent,no
5211,31,services,married,unknown,no,yes,no,cellular,jun,tue,98.0,3,999,0,nonexistent,no
5212,34,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,27.0,1,999,0,nonexistent,no
